Station Name,Latitude,Longitude,geometry
Aqueduct Ave & W 190 St,254415.32346554715,1011247.1471563623,POINT (1011247.1471563623 254415.32346554715)
Arthur Ave & E 183 St,250093.3793293877,1014810.83504095,POINT (1014810.83504095 250093.3793293877)
Arthur Ave & E Tremont Ave,247574.54247338232,1013793.0866481919,POINT (1013793.0866481919 247574.54247338232)
Ash St & Manhattan Ave,208159.01619828853,996684.2510659067,POINT (996684.2510659067 208159.01619828853)
Ashland Pl & Dekalb Ave,190735.60923439212,990137.3751256709,POINT (990137.3751256709 190735.60923439212)
Astor Place,224449.67466896333,995433.3718071419,POINT (995433.3718071419 224449.67466896333)
Astoria Park S & Shore Blvd,222258.08921153223,1004293.3967829543,POINT (1004293.3967829543 222258.08921153223)
Atlantic Ave & Fort Greene Pl,188406.06515647398,990779.0266873403,POINT (990779.0266873403 188406.06515647398)
Atlantic Ave & Furman St,191294.93060941822,984200.4113783343,POINT (984200.4113783343 191294.93060941822)
Audubon Ave & Fort George Ave,251570.52713096826,1004375.9509848907,POINT (1004375.9509848907 251570.52713096826)
Audubon Ave & W 179 St,247944.13307096373,1002683.152519683,POINT (1002683.152519683 247944.13307096373)
Audubon Ave & W 192 St,251148.09061469787,1004464.9445868164,POINT (1004464.9445868164 251148.09061469787)
Ave A & E 11 St,204715.46756791644,989358.5682898448,POINT (989358.5682898448 204715.46756791644)
Ave A & E 14 St,205259.1106388486,989594.5538172087,POINT (989594.5538172087 205259.1106388486)
Ave C & E 16 St,205181.21421972656,991302.9875586831,POINT (991302.9875586831 205181.21421972656)
Ave D & E 10 St,203438.64165671726,991135.4783912523,POINT (991135.4783912523 203438.64165671726)
Ave D & E 12 St,203688.56144336358,991381.6010225425,POINT (991381.6010225425 203688.56144336358)
Ave D & E 3 St,201813.88447692207,990309.2406276952,POINT (990309.2406276952 201813.88447692207)
Ave D & E 8 St,202952.40785495122,990978.6972582832,POINT (990978.6972582832 202952.40785495122)
Bailey Ave & Sedgwick Ave,254671.08432026493,1009507.2394954478,POINT (1009507.2394954478 254671.08432026493)
Bailey Ave & W 193 St,256504.48843589058,1010028.7580554301,POINT (1010028.7580554301 256504.48843589058)
Bailey Ave & W 229 St,257892.56531142376,1010613.946328497,POINT (1010613.946328497 257892.56531142376)
Bailey Ave & W 234 St,260141.7394923468,1011692.7304325367,POINT (1011692.7304325367 260141.7394923468)
Bailey Ave & W 238 St,261481.59480865052,1012430.42812461,POINT (1012430.42812461 261481.59480865052)
Bainbridge Ave & Bedford Park Blvd,256264.3477370606,1015845.6524372109,POINT (1015845.6524372109 256264.3477370606)
Bainbridge Ave & E 193 St,253988.9976112025,1013991.9581624517,POINT (1013991.9581624517 253988.9976112025)
Bainbridge Ave & E 196 St,236580.23537705277,1009530.3935272937,POINT (1009530.3935272937 236580.23537705277)
Bainbridge Ave & E 198 St,255710.7862042689,1015100.8040113183,POINT (1015100.8040113183 255710.7862042689)
Baldwin at Montgomery,204778.5357150994,980954.4103507268,POINT (980954.4103507268 204778.5357150994)
Bank St & Hudson St,207614.1776353714,982537.2029810178,POINT (982537.2029810178 207614.1776353714)
Bank St & Washington St,207493.20387276003,981868.8085756412,POINT (981868.8085756412 207493.20387276003)
Banker St & Meserole Ave,203805.7995091635,996416.1765266766,POINT (996416.1765266766 203805.7995091635)
Barclay St & Church St,199025.65614042777,981361.7827806112,POINT (981361.7827806112 199025.65614042777)
Barrow St & Hudson St,205872.74239419604,982377.3342400392,POINT (982377.3342400392 205872.74239419604)
Barry St & Tiffany St,236665.92625430223,1014277.2322819837,POINT (1014277.2322819837 236665.92625430223)
Bay St & Court St,183877.7042779618,983876.9009519098,POINT (983876.9009519098 183877.7042779618)
Bayard St & Baxter St,200142.51346393683,984320.9927641462,POINT (984320.9927641462 200142.51346393683)
Bayard St & Leonard St,201287.07468764644,998353.880688241,POINT (998353.880688241 201287.07468764644)
Beaver St & Fayette St,194657.43327793299,1001109.756857329,POINT (1001109.756857329 194657.43327793299)
Beck St & Leggett Ave,236280.15824090684,1011944.0995268236,POINT (1011944.0995268236 236280.15824090684)
Bedford Ave & Albemarle Rd,175366.9471945079,996630.7848578179,POINT (996630.7848578179 175366.9471945079)
Bedford Ave & Bergen St,185701.4239713776,997330.3067688104,POINT (997330.3067688104 185701.4239713776)
Bedford Ave & Beverley Rd,174267.59838943853,996769.595530995,POINT (996769.595530995 174267.59838943853)
Bedford Ave & Clarkson Ave,177982.93724193762,996347.5776154067,POINT (996347.5776154067 177982.93724193762)
Bedford Ave & Fenimore St,179079.1062875911,996277.2640215773,POINT (996277.2640215773 179079.1062875911)
Bedford Ave & Maple St,179862.8190445493,996238.4341844108,POINT (996238.4341844108 179862.8190445493)
Bedford Ave & Montgomery St,181854.22074943836,996197.4989067772,POINT (996197.4989067772 181854.22074943836)
Bedford Ave & Nassau Ave,202731.22581338705,997520.6640844257,POINT (997520.6640844257 202731.22581338705)
Bedford Ave & S 9 St,197415.57898106854,994205.9492939083,POINT (994205.9492939083 197415.57898106854)
Bedford Park Blvd & Paul Ave,257929.50664248964,1014135.34472435,POINT (1014135.34472435 257929.50664248964)
Benham St & Roosevelt Ave,211967.52302277827,1018857.2159332578,POINT (1018857.2159332578 211967.52302277827)
Bergen Ave & E 152 St,237060.87040212477,1007867.9284766248,POINT (1007867.9284766248 237060.87040212477)
Bergen Ave & Sip Ave,204865.2714443997,980950.9204782218,POINT (980950.9204782218 204865.2714443997)
Bergen St & 4 Ave,187999.9171393335,989836.8719446575,POINT (989836.8719446575 187999.9171393335)
Bergen St & Buffalo Ave,185101.30974527734,1005006.4485212191,POINT (1005006.4485212191 185101.30974527734)
Bergen St & Flatbush Ave,187422.5980725924,990922.1288153104,POINT (990922.1288153104 187422.5980725924)
Bergen St & Kingston Ave,185421.30997890126,1000476.8624890324,POINT (1000476.8624890324 185421.30997890126)
Bergen St & Mother Gaston Blvd,184793.10479246918,1009601.5693231458,POINT (1009601.5693231458 184793.10479246918)
Bergen St & Saratoga Ave,184944.11484784554,1007431.4381457369,POINT (1007431.4381457369 184944.11484784554)
Bergen St & Smith St,189484.54507946956,986838.7165624541,POINT (986838.7165624541 189484.54507946956)
Bergen St & Troy Ave,185271.26479748107,1002071.1277376115,POINT (1002071.1277376115 185271.26479748107)
Bergen St & Vanderbilt Ave,186782.70854988636,993164.260093637,POINT (993164.260093637 186782.70854988636)
Berkeley Pl & 6 Ave,185782.12699663307,990177.9672719939,POINT (990177.9672719939 185782.12699663307)
Berkeley Pl & 7 Ave,185251.73956081326,991120.212590526,POINT (991120.212590526 185251.73956081326)
Berry St & N 8 St,201203.10329822553,995690.6584366743,POINT (995690.6584366743 201203.10329822553)
Beverley Rd & E 49 St,174720.27915200056,1003514.8083371304,POINT (1003514.8083371304 174720.27915200056)
Beverley Rd & Flatbush Ave,174266.54651502543,995855.4670435151,POINT (995855.4670435151 174266.54651502543)
Beverley Rd & Nostrand Ave,174297.0812038276,998458.4930045356,POINT (998458.4930045356 174297.0812038276)
Bialystoker Pl & Delancey St,200209.10672031832,989068.2870021792,POINT (989068.2870021792 200209.10672031832)
Bleecker St & Crosby St,203722.92690413396,985484.4772224909,POINT (985484.4772224909 203722.92690413396)
Bleecker St & Forest Ave,198218.11506802758,1010518.122615014,POINT (1010518.122615014 198218.11506802758)
Boerum St & Broadway,196279.7288996243,998164.9992981696,POINT (998164.9992981696 196279.7288996243)
Bond St & Bergen St,188805.1816096016,988071.142488542,POINT (988071.142488542 188805.1816096016)
Bond St & Fulton St,190357.2670785251,988904.2351217942,POINT (988904.2351217942 190357.2670785251)
Boone Ave & E 172 St,242695.74184136037,1016036.2096684173,POINT (1016036.2096684173 242695.74184136037)
Borden Ave & Review Ave,208397.3751228366,1000617.2031270249,POINT (1000617.2031270249 208397.3751228366)
Boston Rd & E 167 St,241027.32521224226,1010895.4890768881,POINT (1010895.4890768881 241027.32521224226)
Boston Rd & E 178 St,245669.418669104,1017664.3777773514,POINT (1017664.3777773514 245669.418669104)
Boston Rd & Prospect Ave,242878.65300554922,1012849.6164039132,POINT (1012849.6164039132 242878.65300554922)
Boston Rd & West Farms Rd,245327.46052534538,1017287.7695430537,POINT (1017287.7695430537 245327.46052534538)
Botanical Sq & Webster Ave,255586.87475799982,1017038.6896526718,POINT (1017038.6896526718 255586.87475799982)
Bradhurst Ave & W 148 St,239834.01599091347,1000367.4047677689,POINT (1000367.4047677689 239834.01599091347)
Bradley Ave & Greenpoint Ave,207359.79328717373,1002282.4075760291,POINT (1002282.4075760291 207359.79328717373)
Brevoort Pl & Bedford Ave,187046.48529806797,997147.4283055576,POINT (997147.4283055576 187046.48529806797)
Bridge St & Water St,195243.98215205886,988505.9232451287,POINT (988505.9232451287 195243.98215205886)
Bridge St & York St,194792.07495288792,988488.8485000774,POINT (988488.8485000774 194792.07495288792)
Broad St & Bridge St,195683.4128288377,981059.5229096066,POINT (981059.5229096066 195683.4128288377)
Broadway & 12 St,218649.63784632942,1002316.8006485394,POINT (1002316.8006485394 218649.63784632942)
Broadway & 49 St,214497.91715759726,1008764.206767883,POINT (1008764.206767883 214497.91715759726)
Broadway & 51 St,214063.13121860402,1009500.4622164632,POINT (1009500.4622164632 214063.13121860402)
Broadway & Battery Pl,195993.8513958285,980474.4676680787,POINT (980474.4676680787 195993.8513958285)
Broadway & Berry St,198085.81667920068,993846.5913816093,POINT (993846.5913816093 198085.81667920068)
Broadway & E 14 St,206891.71510105772,986815.8342972689,POINT (986815.8342972689 206891.71510105772)
Broadway & E 19 St,208391.0588085537,987056.3484052381,POINT (987056.3484052381 208391.0588085537)
Broadway & E 21 St,208927.94004239253,987173.6241416499,POINT (987173.6241416499 208927.94004239253)
Broadway & Ellwood St,253338.07802610536,1003661.1194325879,POINT (1003661.1194325879 253338.07802610536)
Broadway & Furman Ave,187543.27280771043,1009889.8867900567,POINT (1009889.8867900567 187543.27280771043)
Broadway & Hancock St,189457.67403693014,1007323.4105909456,POINT (1007323.4105909456 189457.67403693014)
Broadway & Kent Ave,198300.46124056872,993063.7061312039,POINT (993063.7061312039 198300.46124056872)
Broadway & Kosciuszko St,191918.50383600214,1004031.952831716,POINT (1004031.952831716 191918.50383600214)
Broadway & Madison St,190023.96528807652,1006530.6718113581,POINT (1006530.6718113581 190023.96528807652)
Broadway & Morris St,196455.1132169159,980682.2400418126,POINT (980682.2400418126 196455.1132169159)
Broadway & Moylan Pl,235975.21515319028,995587.0717771746,POINT (995587.0717771746 235975.21515319028)
Broadway & Roebling St,197684.76310725155,995161.9052757475,POINT (995161.9052757475 197684.76310725155)
Broadway & Van Cortlandt Park S,262143.23396472773,1011967.3633197893,POINT (1011967.3633197893 262143.23396472773)
Broadway & W 122 St,235148.60215459098,994989.6829970396,POINT (994989.6829970396 235148.60215459098)
Broadway & W 131 St,237131.48659315959,996082.7943225943,POINT (996082.7943225943 237131.48659315959)
Broadway & W 133 St,237749.40300860888,996446.4316360821,POINT (996446.4316360821 237749.40300860888)
Broadway & W 138 St,238691.9586136157,997111.6337193742,POINT (997111.6337193742 238691.9586136157)
Broadway & W 142 St,239745.77881116248,997544.1819557218,POINT (997544.1819557218 239745.77881116248)
Broadway & W 153 St,242156.7855418652,999009.5812878143,POINT (999009.5812878143 242156.7855418652)
Broadway & W 157 St,243140.21083768335,999434.0861088702,POINT (999434.0861088702 243140.21083768335)
Broadway & W 160 St,243708.20030062567,999815.0960009618,POINT (999815.0960009618 243708.20030062567)
Broadway & W 165 St,244967.1146122631,1000453.7787680007,POINT (1000453.7787680007 244967.1146122631)
Broadway & W 168 St,245579.21876873868,1000918.7840448752,POINT (1000918.7840448752 245579.21876873868)
Broadway & W 185 St,249915.40017232316,1002398.0021942306,POINT (1002398.0021942306 249915.40017232316)
Broadway & W 192 St,251875.3386119292,1003012.4998853436,POINT (1003012.4998853436 251875.3386119292)
Broadway & W 220 St,257147.1399868017,1008412.1972159959,POINT (1008412.1972159959 257147.1399868017)
Broadway & W 234 St,260585.14938186196,1011099.5802402401,POINT (1011099.5802402401 260585.14938186196)
Broadway & W 238 St,261838.24293363182,1011733.2490909724,POINT (1011733.2490909724 261838.24293363182)
Broadway & W 25 St,209896.60862705676,987244.7581675119,POINT (987244.7581675119 209896.60862705676)
Broadway & W 29 St,211138.3603364443,987511.861197685,POINT (987511.861197685 211138.3603364443)
Broadway & W 36 St,212777.19256920295,987645.4730977729,POINT (987645.4730977729 212777.19256920295)
Broadway & W 37 St,213104.1073470352,987677.0359477833,POINT (987677.0359477833 213104.1073470352)
Broadway & W 38 St,213632.44000157207,987875.3948894546,POINT (987875.3948894546 213632.44000157207)
Broadway & W 41 St,214358.09612371633,987868.6147879034,POINT (987868.6147879034 214358.09612371633)
Broadway & W 48 St,216230.40962735575,988441.9739676849,POINT (988441.9739676849 216230.40962735575)
Broadway & W 51 St,217062.22947327915,988803.10758083,POINT (988803.10758083 217062.22947327915)
Broadway & W 53 St,217419.4060995582,989047.505865877,POINT (989047.505865877 217419.4060995582)
Broadway & W 56 St,217815.82364189866,989284.137151121,POINT (989284.137151121 217815.82364189866)
Broadway & W 58 St,218757.97332644384,989206.9691783746,POINT (989206.9691783746 218757.97332644384)
Broadway & W 61 St,219778.662922512,989199.7935095739,POINT (989199.7935095739 219778.662922512)
Broadway & Whipple St,194951.42468602408,999817.684147846,POINT (999817.684147846 194951.42468602408)
Bronx Shore Comfort Station,230977.21835434475,1005295.501325088,POINT (1005295.501325088 230977.21835434475)
Brook Ave & E 138 St,233485.8155430916,1006606.970029469,POINT (1006606.970029469 233485.8155430916)
Brook Ave & E 141 St,234316.71715418645,1006982.0086283215,POINT (1006982.0086283215 234316.71715418645)
Brook Ave & E 148 St,235990.33123451401,1007676.5172892055,POINT (1007676.5172892055 235990.33123451401)
Brook Ave & E 157 St,238334.02253612215,1008679.7741869682,POINT (1008679.7741869682 238334.02253612215)
Brooklyn Ave & Beverley Rd,174545.76625164313,999981.8597424981,POINT (999981.8597424981 174545.76625164313)
Brooklyn Ave & Dean St,185817.9084210857,999680.5214428676,POINT (999680.5214428676 185817.9084210857)
Brooklyn Ave & Lefferts Ave,180671.18636862232,999352.2630817232,POINT (999352.2630817232 180671.18636862232)
Brooklyn Ave & Prospect Pl,184881.56430352564,999653.3790626695,POINT (999653.3790626695 184881.56430352564)
Brooklyn Ave & Snyder Ave,175784.4155413019,999878.3833541247,POINT (999878.3833541247 175784.4155413019)
Brooklyn Ave & Tilden Ave,175162.91297090877,999937.0918898354,POINT (999937.0918898354 175162.91297090877)
Brooklyn Bridge Park - Pier 2,193743.71921715492,985032.4668392675,POINT (985032.4668392675 193743.71921715492)
Buchanan Pl & Grand Ave,252082.68021615065,1010162.6630164636,POINT (1010162.6630164636 252082.68021615065)
Buffalo Ave & E New York Ave,181894.21862082396,1004773.7333245052,POINT (1004773.7333245052 181894.21862082396)
Buffalo Ave & St John's Pl,183375.937670976,1004888.2808173178,POINT (1004888.2808173178 183375.937670976)
Bulova Ave & Brooklyn Queens Expressway W,217134.93085959708,1011232.1866567879,POINT (1011232.1866567879 217134.93085959708)
Bus Slip & State St,195000.57623606973,980384.218302409,POINT (980384.218302409 195000.57623606973)
Bushwick Ave & Dekalb Ave,192472.47130583224,1004188.0918238392,POINT (1004188.0918238392 192472.47130583224)
Bushwick Ave & Forrest St,194590.26258625483,1001866.6108220621,POINT (1001866.6108220621 194590.26258625483)
Bushwick Ave & Furman Ave,188072.26754549102,1010255.8309893194,POINT (1010255.8309893194 188072.26754549102)
Bushwick Ave & Harman St,192024.8008951074,1004939.363983181,POINT (1004939.363983181 192024.8008951074)
Bushwick Ave & Linden St,191240.58788861593,1005967.0347435176,POINT (1005967.0347435176 191240.58788861593)
Bushwick Ave & McKibbin St,196321.3766285821,1001062.8941702516,POINT (1001062.8941702516 196321.3766285821)
Bushwick Ave & Powers St,198841.47531071317,1000621.3640242905,POINT (1000621.3640242905 198841.47531071317)
Bushwick Ave & Stagg St,197948.902156606,1000862.8658337519,POINT (1000862.8658337519 197948.902156606)
Butler St & 27 Ave,218092.52269400205,1021693.3774516444,POINT (1021693.3774516444 218092.52269400205)
Butler St & Court St,188836.74119879433,985802.1829903843,POINT (985802.1829903843 188836.74119879433)
Cabrini Blvd & W 177 St,248371.63146084474,1000496.9831643001,POINT (1000496.9831643001 248371.63146084474)
Cadman Plaza E & Red Cross Pl,194242.54554275257,987109.6771813445,POINT (987109.6771813445 194242.54554275257)
Cadman Plaza E & Tillary St,192839.89949383345,986981.6470148185,POINT (986981.6470148185 192839.89949383345)
Calyer St & Guernsey St,204347.78354589074,996670.8799663496,POINT (996670.8799663496 204347.78354589074)
Calyer St & Jewel St,205181.39703441574,998554.0140937199,POINT (998554.0140937199 205181.39703441574)
Calyer St & West St,204148.25965607807,995707.4374874666,POINT (995707.4374874666 204148.25965607807)
Cambridge Pl & Gates Ave,188799.01826103672,994500.6076176467,POINT (994500.6076176467 188799.01826103672)
Canal St & Rutgers St,199487.30186276478,987082.9746515607,POINT (987082.9746515607 199487.30186276478)
Carlton Ave & Dean St,187375.1451521441,992290.7326111626,POINT (992290.7326111626 187375.1451521441)
Carlton Ave & Flushing Ave,193500.34910662897,991532.7163198903,POINT (991532.7163198903 193500.34910662897)
Carlton Ave & Park Ave,192739.93845834155,991584.6332831312,POINT (991584.6332831312 192739.93845834155)
Carlton Ave & St Marks Ave,186625.2342776439,992060.5439596028,POINT (992060.5439596028 186625.2342776439)
Carmine St & 6 Ave,205376.07299604858,983654.0883210157,POINT (983654.0883210157 205376.07299604858)
Carroll St & 5 Ave,185256.90340945384,989386.2514168848,POINT (989386.2514168848 185256.90340945384)
Carroll St & 6 Ave,184858.63637740279,990146.6150915329,POINT (990146.6150915329 184858.63637740279)
Carroll St & Bond St,186528.61088758975,986954.1702103871,POINT (986954.1702103871 186528.61088758975)
Carroll St & Columbia St,188128.52010849223,983283.2393931384,POINT (983283.2393931384 188128.52010849223)
Carroll St & Franklin Ave,182609.75206375742,995694.0986483922,POINT (995694.0986483922 182609.75206375742)
Carroll St & Rochester Ave,181937.71867074535,1004124.1679079992,POINT (1004124.1679079992 181937.71867074535)
Carroll St & Smith St,187246.81024627885,985640.6505254286,POINT (985640.6505254286 187246.81024627885)
Carroll St & Utica Ave,181994.96447024695,1003220.0854466376,POINT (1003220.0854466376 181994.96447024695)
Carroll St & Washington Ave,182902.03858920708,994820.1513652257,POINT (994820.1513652257 182902.03858920708)
Case St & 94 St,211188.74112187978,1019698.8121703985,POINT (1019698.8121703985 211188.74112187978)
Catalpa Ave & Woodward Ave,195155.2594272522,1011575.0744916118,POINT (1011575.0744916118 195155.2594272522)
Cathedral Pkwy & Broadway,232311.16995947214,993374.4637838594,POINT (993374.4637838594 232311.16995947214)
Catherine St & Monroe St,198376.7129210253,985129.8421049692,POINT (985129.8421049692 198376.7129210253)
Caton Ave & Argyle Rd,175974.47269923484,993177.1425664434,POINT (993177.1425664434 175974.47269923484)
Caton Ave & Bedford Ave,176969.93444716724,996420.8785600967,POINT (996420.8785600967 176969.93444716724)
Caton Ave & E 10 St,175568.3787712257,992440.0748945851,POINT (992440.0748945851 175568.3787712257)
Caton Ave & E 7 St,175258.75171305207,991558.4798345937,POINT (991558.4798345937 175258.75171305207)
Cauldwell Ave & E 158 St,237967.09815068956,1009599.1898135048,POINT (1009599.1898135048 237967.09815068956)
Cauldwell Ave & E 161 St,238709.7430005475,1009844.3183749759,POINT (1009844.3183749759 238709.7430005475)
Cedar Ave & W Fordham Rd,253133.00834442902,1008489.0415251588,POINT (1008489.0415251588 253133.00834442902)
Cedar St & Evergreen Ave,193131.91014212332,1004209.2339748977,POINT (1004209.2339748977 193131.91014212332)
Cedar St & Myrtle Ave,193524.45287604854,1004687.3900151589,POINT (1004687.3900151589 193524.45287604854)
Center Blvd & 48 Ave,210776.58492942946,996029.1670294502,POINT (996029.1670294502 210776.58492942946)
Center Blvd & 51 Ave,210082.44055688818,995447.099902163,POINT (995447.099902163 210082.44055688818)
Central Ave & Covert St,190458.57005514367,1009307.7956494631,POINT (1009307.7956494631 190458.57005514367)
Central Ave & Decatur St,190019.87364039372,1009769.8943212195,POINT (1009769.8943212195 190019.87364039372)
Central Ave & Flushing Ave,195338.45770221224,1002738.6685857305,POINT (1002738.6685857305 195338.45770221224)
Central Ave & Himrod St,193149.4781571911,1005609.2440648997,POINT (1005609.2440648997 193149.4781571911)
Central Ave & Melrose St,194710.0803511861,1003561.7952383483,POINT (1003561.7952383483 194710.0803511861)
Central Ave & Starr St,194314.77298431352,1004119.9264616168,POINT (1004119.9264616168 194314.77298431352)
Central Ave & Weirfield St,190888.345263616,1008689.4756492947,POINT (1008689.4756492947 190888.345263616)
Central Ave & Woodbine St,191751.83065120853,1007530.174869213,POINT (1007530.174869213 191751.83065120853)
Central Park North & Adam Clayton Powell Blvd,230553.8770776073,996539.2363187303,POINT (996539.2363187303 230553.8770776073)
Central Park S & 6 Ave,218319.27749726703,990803.4918188666,POINT (990803.4918188666 218319.27749726703)
Central Park W & W 103 St,229230.66714886788,994859.5172192281,POINT (994859.5172192281 229230.66714886788)
Central Park W & W 91 St,226610.76643944162,993443.2569674058,POINT (993443.2569674058 226610.76643944162)
Central Park W & W 97 St,228170.18690697235,994246.3878800644,POINT (994246.3878800644 228170.18690697235)
Central Park West & W 68 St,221050.65669654924,990391.7467862754,POINT (990391.7467862754 221050.65669654924)
Central Park West & W 72 St,221920.49858003826,990840.1238010415,POINT (990840.1238010415 221920.49858003826)
Central Park West & W 76 St,223059.39211742132,991493.856949135,POINT (991493.856949135 223059.39211742132)
Central Park West & W 85 St,225250.93241144376,992597.5330266729,POINT (992597.5330266729 225250.93241144376)
Centre St & Chambers St,198925.15392934918,982955.7178488349,POINT (982955.7178488349 198925.15392934918)
Centre St & Seneca Ave,194236.0754387924,1011365.3436756125,POINT (1011365.3436756125 194236.0754387924)
Centre St & Worth St,199751.55215038764,983599.9207896334,POINT (983599.9207896334 199751.55215038764)
Charlotte St & Boston Rd,243828.13392587675,1013819.0162780242,POINT (1013819.0162780242 243828.13392587675)
Chauncey St & Howard Ave,187607.784645191,1006570.1961094444,POINT (1006570.1961094444 187607.784645191)
Chauncey St & Malcolm X Blvd,187187.36734198048,1004103.5822265211,POINT (1004103.5822265211 187187.36734198048)
Chauncey St & Stuyvesant Ave,187063.45002540704,1003196.1145150762,POINT (1003196.1145150762 187063.45002540704)
Cherry St,198769.55904353372,990028.863669876,POINT (990028.863669876 198769.55904353372)
Chester Ave & 12 Ave,173999.29367758048,988610.5896199284,POINT (988610.5896199284 173999.29367758048)
Christopher St & Greenwich St,206320.83526113,982278.6830282685,POINT (982278.6830282685 206320.83526113)
Church Ave & E 42 St,176571.02123507965,1001378.5084363424,POINT (1001378.5084363424 176571.02123507965)
Church Ave & E 45 St,176674.97824759773,1002189.2387971132,POINT (1002189.2387971132 176674.97824759773)
Church Ave & McDonald Ave,173469.84517826294,990011.5751132367,POINT (990011.5751132367 173469.84517826294)
Church Ave & Nostrand Ave,176362.65122534856,998163.1463038252,POINT (998163.1463038252 176362.65122534856)
Church Ave & Story St,173186.2814439182,989502.6670419795,POINT (989502.6670419795 173186.2814439182)
Church St & Worth St,200457.43076783328,982447.7207775216,POINT (982447.7207775216 200457.43076783328)
Claflin Ave & Reservoir Ave,257611.32697979597,1011992.2647809024,POINT (1011992.2647809024 257611.32697979597)
Clark St & Henry St,193447.51113337502,986021.4477320447,POINT (986021.4477320447 193447.51113337502)
Clarkson Ave & E 37 St,178203.64504666917,1000030.4827221051,POINT (1000030.4827221051 178203.64504666917)
Clarkson Ave & Nostrand Ave,178030.28823340053,998227.686745324,POINT (998227.686745324 178030.28823340053)
Clarkson Ave & Troy Ave,178413.2965500707,1001868.6846227762,POINT (1001868.6846227762 178413.2965500707)
Clarkson Ave & Utica Ave,178523.0273546468,1003369.8571945896,POINT (1003369.8571945896 178523.0273546468)
Classon Ave & St Marks Ave,185720.5332649224,995518.2696131537,POINT (995518.2696131537 185720.5332649224)
Clay Ave & Claremont Pkwy,245322.67607274416,1010400.7335057465,POINT (1010400.7335057465 245322.67607274416)
Clay Ave & E 173 St,246485.75495790647,1010557.8869945436,POINT (1010557.8869945436 246485.75495790647)
Clermont Ave & Lafayette Ave,189711.46409658136,992668.6238552675,POINT (992668.6238552675 189711.46409658136)
Clermont Ave & Park Ave,192710.8158956686,992195.3968662377,POINT (992195.3968662377 192710.8158956686)
Cleveland Pl & Spring St,202351.5486438117,984976.8026274872,POINT (984976.8026274872 202351.5486438117)
Cliff St & Fulton St,197357.3199126902,982866.0049792969,POINT (982866.0049792969 197357.3199126902)
Clinton Ave & E Tremont Ave,247160.11243222613,1014689.0182880488,POINT (1014689.0182880488 247160.11243222613)
Clinton Ave & Flushing Ave,193556.43958793426,992605.1230886994,POINT (992605.1230886994 193556.43958793426)
Clinton Ave & Myrtle Ave,191910.99029552634,992857.7409126159,POINT (992857.7409126159 191910.99029552634)
Clinton St & 4 Place,186346.6928489628,984201.7008735234,POINT (984201.7008735234 186346.6928489628)
Clinton St & Cherry St,198485.172682862,987929.9401998871,POINT (987929.9401998871 198485.172682862)
Clinton St & Grand St,199950.68581417055,987816.4925483712,POINT (987816.4925483712 199950.68581417055)
Clinton St & Joralemon St,191534.8512703057,986086.0289010403,POINT (986086.0289010403 191534.8512703057)
Clinton St & Tillary St,192932.77026096982,986630.4507298043,POINT (986630.4507298043 192932.77026096982)
Clinton St & Union St,188217.34087045846,984906.6654129381,POINT (984906.6654129381 188217.34087045846)
Coffey St & Conover St,186013.21192714173,979910.6605090767,POINT (979910.6605090767 186013.21192714173)
Coffey St & Ferris St,186369.7332194462,979480.0484339021,POINT (979480.0484339021 186369.7332194462)
College Ave & E 169 St,243560.21578385463,1008585.606515721,POINT (1008585.606515721 243560.21578385463)
College Ave & E 170 St,244475.44065395853,1009032.2451499759,POINT (1009032.2451499759 244475.44065395853)
Columbia Heights & Cranberry St,194537.13398445377,985530.9082848582,POINT (985530.9082848582 194537.13398445377)
Columbia St & Degraw St,189179.23809515365,983577.79962937,POINT (983577.79962937 189179.23809515365)
Columbia St & Kane St,189799.30486862478,983799.1378161897,POINT (983799.1378161897 189799.30486862478)
Columbia St & Rivington St,200573.3342456874,989720.8719520132,POINT (989720.8719520132 200573.3342456874)
Columbia St & W 9 St,185905.01397107716,982448.349341221,POINT (982448.349341221 185905.01397107716)
Columbus Ave & W 103 St,229728.35269994682,994140.3893156003,POINT (994140.3893156003 229728.35269994682)
Columbus Ave & W 72 St,222417.03841350772,990070.3886711708,POINT (990070.3886711708 222417.03841350772)
Columbus Ave & W 95 St,227781.31665269125,993073.8393376397,POINT (993073.8393376397 227781.31665269125)
Columbus Drive,204778.5357150994,980954.4103507268,POINT (980954.4103507268 204778.5357150994)
Columbus Pl & Atlantic Ave,186029.897816276,1005632.4482753144,POINT (1005632.4482753144 186029.897816276)
Commerce St & Van Brunt St,187452.52955997767,981825.5391705773,POINT (981825.5391705773 187452.52955997767)
Concord St & Bridge St,193441.78169481116,988466.2453964022,POINT (988466.2453964022 193441.78169481116)
Concourse Village East & E 158 St,239388.85009605152,1006557.2834673751,POINT (1006557.2834673751 239388.85009605152)
Concourse Village West & E 156 St,239186.8097149988,1005487.2300775783,POINT (1005487.2300775783 239186.8097149988)
Congress St & Clinton St,190023.98363006482,985454.9842793157,POINT (985454.9842793157 190023.98363006482)
Congress St & Hicks St,190441.85325163967,984385.1363153664,POINT (984385.1363153664 190441.85325163967)
Convent Ave & W 135 St,237338.4923005531,997752.419789446,POINT (997752.419789446 237338.4923005531)
Convent Ave & W 151 St,241058.2394771534,1000045.5628206618,POINT (1000045.5628206618 241058.2394771534)
